,Date,Close,Growth_Rate
3094,2024-04-22,165.83999633789062,0.5090886896306879
3095,2024-04-23,166.89999389648438,0.6391688265803275
3096,2024-04-24,169.02000427246094,1.2702279529689164
3097,2024-04-25,169.88999938964844,0.5147290824730311
3098,2024-04-26,169.3000030517578,-0.3472813820767917
3099,2024-04-29,173.5,2.4808014604454476
3100,2024-04-30,170.3300018310547,-1.8270882818128609
3101,2024-05-01,169.3000030517578,-0.6047077838456816
3102,2024-05-02,173.02999877929688,2.203187040935095
3103,2024-05-03,183.3800048828125,5.981625253732603
3104,2024-05-06,181.7100067138672,-0.9106762593950823
3105,2024-05-07,182.39999389648438,0.37971886914498487
3106,2024-05-08,182.74000549316406,0.18640987283840005
3107,2024-05-09,184.57000732421875,1.001423758369735
3108,2024-05-10,183.0500030517578,-0.8235380680192916
