,Date,Close,Growth_Rate
3094,2024-04-22,142.0500030517578,-3.400203941675628
3095,2024-04-23,144.67999267578125,1.8514534090260826
3096,2024-04-24,162.1300048828125,12.061109407252758
3097,2024-04-25,170.17999267578125,4.965143743002587
3098,2024-04-26,168.2899932861328,-1.1105884774887609
3099,2024-04-29,194.0500030517578,15.306917103399531
3100,2024-04-30,183.27999877929688,-5.550118063944742
3101,2024-05-01,179.99000549316406,-1.7950640048260635
3102,2024-05-02,180.00999450683594,0.01110562423569661
3103,2024-05-03,181.19000244140625,0.6555235656792835
3104,2024-05-06,184.75999450683594,1.9703030064167848
3105,2024-05-07,177.80999755859375,-3.761635178001177
3106,2024-05-08,174.72000122070312,-1.7378079862311324
3107,2024-05-09,171.97000122070312,-1.573946875450305
3108,2024-05-10,168.47000122070312,-2.035238689978358
